order_number,product_key,customer_id,shipping_date,due_date,sales,quantity,price,order_month,order_year,lead_time,shipping_delay,shipped_on_time
SO53262,260,16777,2013-03-03,2013-03-08,120,1,120,2,2013,7,7,False
SO53263,289,14909,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53264,174,22728,2013-03-03,2013-03-08,22,1,22,2,2013,7,7,False
SO53264,168,22728,2013-03-03,2013-03-08,8,1,8,2,2013,7,7,False
SO53264,260,22728,2013-03-03,2013-03-08,120,1,120,2,2013,7,7,False
SO53265,174,15000,2013-03-03,2013-03-08,22,1,22,2,2013,7,7,False
SO53265,234,15000,2013-03-03,2013-03-08,24,1,24,2,2013,7,7,False
SO53266,295,23743,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53266,246,23743,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53267,290,23959,2013-03-03,2013-03-08,4,1,4,2,2013,7,7,False
SO53267,246,23959,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53268,285,27904,2013-03-03,2013-03-08,21,1,21,2,2013,7,7,False
SO53268,290,27904,2013-03-03,2013-03-08,4,1,4,2,2013,7,7,False
SO53268,259,27904,2013-03-03,2013-03-08,2,1,2,2,2013,7,7,False
SO53268,260,27904,2013-03-03,2013-03-08,120,1,120,2,2013,7,7,False
SO53268,166,27904,2013-03-03,2013-03-08,9,1,9,2,2013,7,7,False
SO53269,291,14531,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53269,288,14531,2013-03-03,2013-03-08,29,1,29,2,2013,7,7,False
SO53269,245,14531,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53269,249,14531,2013-03-03,2013-03-08,50,1,50,2,2013,7,7,False
SO53270,285,25529,2013-03-03,2013-03-08,21,1,21,2,2013,7,7,False
SO53271,288,23981,2013-03-03,2013-03-08,29,1,29,2,2013,7,7,False
SO53271,291,23981,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53272,291,13497,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53272,244,13497,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53273,289,11293,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53273,284,11293,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53273,244,11293,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53274,284,11735,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53274,289,11735,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53274,246,11735,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53275,284,12062,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53275,259,12062,2013-03-03,2013-03-08,2,1,2,2,2013,7,7,False
SO53276,284,12159,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53276,289,12159,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53276,244,12159,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53276,249,12159,2013-03-03,2013-03-08,50,1,50,2,2013,7,7,False
SO53276,166,12159,2013-03-03,2013-03-08,9,1,9,2,2013,7,7,False
SO53277,284,15377,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53277,289,15377,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53277,244,15377,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53278,174,19217,2013-03-03,2013-03-08,22,1,22,2,2013,7,7,False
SO53278,104,19217,2013-03-03,2013-03-08,10,1,10,2,2013,7,7,False
SO53278,295,19217,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53278,247,19217,2013-03-03,2013-03-08,55,1,55,2,2013,7,7,False
SO53279,289,11815,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53279,284,11815,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53279,244,11815,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53280,295,11274,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53280,104,11274,2013-03-03,2013-03-08,10,1,10,2,2013,7,7,False
SO53281,174,11299,2013-03-03,2013-03-08,22,1,22,2,2013,7,7,False
SO53281,260,11299,2013-03-03,2013-03-08,120,1,120,2,2013,7,7,False
SO53282,174,11319,2013-03-03,2013-03-08,22,1,22,2,2013,7,7,False
SO53282,244,11319,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53283,105,24340,2013-03-03,2013-03-08,9,1,9,2,2013,7,7,False
SO53284,105,24341,2013-03-03,2013-03-08,9,1,9,2,2013,7,7,False
SO53284,295,24341,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53284,247,24341,2013-03-03,2013-03-08,55,1,55,2,2013,7,7,False
SO53285,126,22329,2013-03-03,2013-03-08,540,1,540,2,2013,7,7,False
SO53285,246,22329,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53286,127,21611,2013-03-03,2013-03-08,540,1,540,2,2013,7,7,False
SO53286,105,21611,2013-03-03,2013-03-08,9,1,9,2,2013,7,7,False
SO53286,295,21611,2013-03-03,2013-03-08,5,1,5,2,2013,7,7,False
SO53286,294,21611,2013-03-03,2013-03-08,64,1,64,2,2013,7,7,False
SO53287,132,19395,2013-03-03,2013-03-08,1120,1,1120,2,2013,7,7,False
SO53287,245,19395,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53288,129,25642,2013-03-03,2013-03-08,540,1,540,2,2013,7,7,False
SO53288,166,25642,2013-03-03,2013-03-08,9,1,9,2,2013,7,7,False
SO53288,244,25642,2013-03-03,2013-03-08,35,1,35,2,2013,7,7,False
SO53289,295,18248,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53289,105,18248,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53289,259,18248,2013-03-04,2013-03-09,2,1,2,2,2013,7,7,False
SO53290,245,11429,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53291,174,12738,2013-03-04,2013-03-09,22,1,22,2,2013,7,7,False
SO53291,104,12738,2013-03-04,2013-03-09,10,1,10,2,2013,7,7,False
SO53291,295,12738,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53291,244,12738,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53292,286,15018,2013-03-04,2013-03-09,25,1,25,2,2013,7,7,False
SO53292,275,15018,2013-03-04,2013-03-09,54,1,54,2,2013,7,7,False
SO53292,234,15018,2013-03-04,2013-03-09,24,1,24,2,2013,7,7,False
SO53293,290,19627,2013-03-04,2013-03-09,4,1,4,2,2013,7,7,False
SO53293,285,19627,2013-03-04,2013-03-09,21,1,21,2,2013,7,7,False
SO53293,259,19627,2013-03-04,2013-03-09,2,1,2,2,2013,7,7,False
SO53294,249,14309,2013-03-04,2013-03-09,50,1,50,2,2013,7,7,False
SO53294,234,14309,2013-03-04,2013-03-09,24,1,24,2,2013,7,7,False
SO53295,281,13002,2013-03-04,2013-03-09,159,1,159,2,2013,7,7,False
SO53295,166,13002,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53296,287,16697,2013-03-04,2013-03-09,33,1,33,2,2013,7,7,False
SO53296,235,16697,2013-03-04,2013-03-09,24,1,24,2,2013,7,7,False
SO53297,250,20848,2013-03-04,2013-03-09,50,1,50,2,2013,7,7,False
SO53297,234,20848,2013-03-04,2013-03-09,24,1,24,2,2013,7,7,False
SO53298,295,19796,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53298,105,19796,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53299,290,11087,2013-03-04,2013-03-09,4,1,4,2,2013,7,7,False
SO53299,281,11087,2013-03-04,2013-03-09,159,1,159,2,2013,7,7,False
SO53300,286,28862,2013-03-04,2013-03-09,25,1,25,2,2013,7,7,False
SO53301,288,27059,2013-03-04,2013-03-09,29,1,29,2,2013,7,7,False
SO53301,291,27059,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53301,245,27059,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53301,251,27059,2013-03-04,2013-03-09,50,1,50,2,2013,7,7,False
SO53302,288,13708,2013-03-04,2013-03-09,29,1,29,2,2013,7,7,False
SO53302,291,13708,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53302,244,13708,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53303,283,23580,2013-03-04,2013-03-09,30,1,30,2,2013,7,7,False
SO53303,289,23580,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53303,246,23580,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53304,289,25855,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53304,282,25855,2013-03-04,2013-03-09,25,1,25,2,2013,7,7,False
SO53304,259,25855,2013-03-04,2013-03-09,2,1,2,2,2013,7,7,False
SO53304,168,25855,2013-03-04,2013-03-09,8,1,8,2,2013,7,7,False
SO53305,290,19220,2013-03-04,2013-03-09,4,1,4,2,2013,7,7,False
SO53305,287,19220,2013-03-04,2013-03-09,33,1,33,2,2013,7,7,False
SO53305,259,19220,2013-03-04,2013-03-09,2,1,2,2,2013,7,7,False
SO53306,283,23402,2013-03-04,2013-03-09,30,1,30,2,2013,7,7,False
SO53307,104,21783,2013-03-04,2013-03-09,10,1,10,2,2013,7,7,False
SO53307,295,21783,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53307,244,21783,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53308,274,11802,2013-03-04,2013-03-09,70,1,70,2,2013,7,7,False
SO53308,280,11802,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53309,295,18223,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53309,244,18223,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53310,273,16841,2013-03-04,2013-03-09,70,1,70,2,2013,7,7,False
SO53311,295,18348,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53311,233,18348,2013-03-04,2013-03-09,24,1,24,2,2013,7,7,False
SO53312,289,17336,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53312,174,17336,2013-03-04,2013-03-09,22,1,22,2,2013,7,7,False
SO53313,295,23676,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53314,289,19817,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53314,244,19817,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53315,290,19913,2013-03-04,2013-03-09,4,1,4,2,2013,7,7,False
SO53315,286,19913,2013-03-04,2013-03-09,25,1,25,2,2013,7,7,False
SO53316,290,24551,2013-03-04,2013-03-09,4,1,4,2,2013,7,7,False
SO53316,286,24551,2013-03-04,2013-03-09,25,1,25,2,2013,7,7,False
SO53316,244,24551,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53316,276,24551,2013-03-04,2013-03-09,54,1,54,2,2013,7,7,False
SO53316,233,24551,2013-03-04,2013-03-09,24,1,24,2,2013,7,7,False
SO53317,282,17814,2013-03-04,2013-03-09,25,1,25,2,2013,7,7,False
SO53317,289,17814,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53318,290,28411,2013-03-04,2013-03-09,4,1,4,2,2013,7,7,False
SO53318,285,28411,2013-03-04,2013-03-09,21,1,21,2,2013,7,7,False
SO53318,245,28411,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53318,249,28411,2013-03-04,2013-03-09,50,1,50,2,2013,7,7,False
SO53318,233,28411,2013-03-04,2013-03-09,24,1,24,2,2013,7,7,False
SO53319,291,12864,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53319,288,12864,2013-03-04,2013-03-09,29,1,29,2,2013,7,7,False
SO53319,259,12864,2013-03-04,2013-03-09,2,1,2,2,2013,7,7,False
SO53320,290,27782,2013-03-04,2013-03-09,4,1,4,2,2013,7,7,False
SO53320,246,27782,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53320,166,27782,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53321,288,22625,2013-03-04,2013-03-09,29,1,29,2,2013,7,7,False
SO53321,291,22625,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53321,245,22625,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53321,166,22625,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53322,290,27787,2013-03-04,2013-03-09,4,1,4,2,2013,7,7,False
SO53322,285,27787,2013-03-04,2013-03-09,21,1,21,2,2013,7,7,False
SO53322,166,27787,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53322,244,27787,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53323,291,23964,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53323,288,23964,2013-03-04,2013-03-09,29,1,29,2,2013,7,7,False
SO53323,259,23964,2013-03-04,2013-03-09,2,1,2,2,2013,7,7,False
SO53324,291,25324,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53324,246,25324,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53325,284,11193,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53326,284,11314,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53326,259,11314,2013-03-04,2013-03-09,2,1,2,2,2013,7,7,False
SO53327,108,18974,2013-03-04,2013-03-09,540,1,540,2,2013,7,7,False
SO53327,174,18974,2013-03-04,2013-03-09,22,1,22,2,2013,7,7,False
SO53327,104,18974,2013-03-04,2013-03-09,10,1,10,2,2013,7,7,False
SO53327,295,18974,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53327,280,18974,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53328,117,13889,2013-03-04,2013-03-09,769,1,769,2,2013,7,7,False
SO53328,272,13889,2013-03-04,2013-03-09,70,1,70,2,2013,7,7,False
SO53328,278,13889,2013-03-04,2013-03-09,54,1,54,2,2013,7,7,False
SO53328,166,13889,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53329,156,26884,2013-03-04,2013-03-09,1215,1,1215,2,2013,7,7,False
SO53329,166,26884,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53329,250,26884,2013-03-04,2013-03-09,50,1,50,2,2013,7,7,False
SO53330,276,18702,2013-03-04,2013-03-09,54,1,54,2,2013,7,7,False
SO53331,127,20418,2013-03-04,2013-03-09,540,1,540,2,2013,7,7,False
SO53331,244,20418,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53331,278,20418,2013-03-04,2013-03-09,54,1,54,2,2013,7,7,False
SO53332,127,28114,2013-03-04,2013-03-09,540,1,540,2,2013,7,7,False
SO53332,285,28114,2013-03-04,2013-03-09,21,1,21,2,2013,7,7,False
SO53332,166,28114,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53333,127,20156,2013-03-04,2013-03-09,540,1,540,2,2013,7,7,False
SO53333,285,20156,2013-03-04,2013-03-09,21,1,21,2,2013,7,7,False
SO53334,105,28217,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53334,295,28217,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53334,259,28217,2013-03-04,2013-03-09,2,1,2,2,2013,7,7,False
SO53334,168,28217,2013-03-04,2013-03-09,8,1,8,2,2013,7,7,False
SO53335,105,28714,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53335,295,28714,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53335,246,28714,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53336,129,20151,2013-03-04,2013-03-09,540,1,540,2,2013,7,7,False
SO53336,285,20151,2013-03-04,2013-03-09,21,1,21,2,2013,7,7,False
SO53336,290,20151,2013-03-04,2013-03-09,4,1,4,2,2013,7,7,False
SO53336,279,20151,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53337,106,11944,2013-03-04,2013-03-09,540,1,540,2,2013,7,7,False
SO53337,104,11944,2013-03-04,2013-03-09,10,1,10,2,2013,7,7,False
SO53337,295,11944,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53337,247,11944,2013-03-04,2013-03-09,55,1,55,2,2013,7,7,False
SO53338,276,24436,2013-03-04,2013-03-09,54,1,54,2,2013,7,7,False
SO53339,246,24526,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53340,130,19410,2013-03-04,2013-03-09,1120,1,1120,2,2013,7,7,False
SO53341,131,19530,2013-03-04,2013-03-09,1120,1,1120,2,2013,7,7,False
SO53342,134,19429,2013-03-04,2013-03-09,1120,1,1120,2,2013,7,7,False
SO53342,244,19429,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53343,132,14733,2013-03-04,2013-03-09,1120,1,1120,2,2013,7,7,False
SO53343,246,14733,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53344,133,19343,2013-03-04,2013-03-09,1120,1,1120,2,2013,7,7,False
SO53344,105,19343,2013-03-04,2013-03-09,9,1,9,2,2013,7,7,False
SO53344,295,19343,2013-03-04,2013-03-09,5,1,5,2,2013,7,7,False
SO53344,245,19343,2013-03-04,2013-03-09,35,1,35,2,2013,7,7,False
SO53345,287,13520,2013-03-05,2013-03-10,33,1,33,2,2013,7,7,False
SO53345,290,13520,2013-03-05,2013-03-10,4,1,4,2,2013,7,7,False
SO53346,166,18485,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53346,287,18485,2013-03-05,2013-03-10,33,1,33,2,2013,7,7,False
SO53347,295,18260,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53347,105,18260,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53348,168,18284,2013-03-05,2013-03-10,8,1,8,2,2013,7,7,False
SO53349,244,18297,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53349,166,18297,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53349,277,18297,2013-03-05,2013-03-10,54,1,54,2,2013,7,7,False
SO53350,174,11379,2013-03-05,2013-03-10,22,1,22,2,2013,7,7,False
SO53350,245,11379,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53351,168,12168,2013-03-05,2013-03-10,8,1,8,2,2013,7,7,False
SO53352,283,18287,2013-03-05,2013-03-10,30,1,30,2,2013,7,7,False
SO53352,289,18287,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53352,259,18287,2013-03-05,2013-03-10,2,1,2,2,2013,7,7,False
SO53353,285,18895,2013-03-05,2013-03-10,21,1,21,2,2013,7,7,False
SO53353,290,18895,2013-03-05,2013-03-10,4,1,4,2,2013,7,7,False
SO53353,259,18895,2013-03-05,2013-03-10,2,1,2,2,2013,7,7,False
SO53354,295,20316,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53354,244,20316,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53355,274,22065,2013-03-05,2013-03-10,70,1,70,2,2013,7,7,False
SO53356,287,15806,2013-03-05,2013-03-10,33,1,33,2,2013,7,7,False
SO53356,290,15806,2013-03-05,2013-03-10,4,1,4,2,2013,7,7,False
SO53356,259,15806,2013-03-05,2013-03-10,2,1,2,2,2013,7,7,False
SO53357,248,14227,2013-03-05,2013-03-10,50,1,50,2,2013,7,7,False
SO53358,286,17080,2013-03-05,2013-03-10,25,1,25,2,2013,7,7,False
SO53358,290,17080,2013-03-05,2013-03-10,4,1,4,2,2013,7,7,False
SO53358,259,17080,2013-03-05,2013-03-10,2,1,2,2,2013,7,7,False
SO53359,290,11200,2013-03-05,2013-03-10,4,1,4,2,2013,7,7,False
SO53359,277,11200,2013-03-05,2013-03-10,54,1,54,2,2013,7,7,False
SO53360,260,13092,2013-03-05,2013-03-10,120,1,120,2,2013,7,7,False
SO53361,290,29347,2013-03-05,2013-03-10,4,1,4,2,2013,7,7,False
SO53361,246,29347,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53361,280,29347,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53362,251,12057,2013-03-05,2013-03-10,50,1,50,2,2013,7,7,False
SO53363,285,27561,2013-03-05,2013-03-10,21,1,21,2,2013,7,7,False
SO53363,290,27561,2013-03-05,2013-03-10,4,1,4,2,2013,7,7,False
SO53363,244,27561,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53363,234,27561,2013-03-05,2013-03-10,24,1,24,2,2013,7,7,False
SO53364,286,28791,2013-03-05,2013-03-10,25,1,25,2,2013,7,7,False
SO53364,290,28791,2013-03-05,2013-03-10,4,1,4,2,2013,7,7,False
SO53364,259,28791,2013-03-05,2013-03-10,2,1,2,2,2013,7,7,False
SO53365,283,23188,2013-03-05,2013-03-10,30,1,30,2,2013,7,7,False
SO53365,289,23188,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53365,245,23188,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53365,249,23188,2013-03-05,2013-03-10,50,1,50,2,2013,7,7,False
SO53366,283,15494,2013-03-05,2013-03-10,30,1,30,2,2013,7,7,False
SO53367,283,23299,2013-03-05,2013-03-10,30,1,30,2,2013,7,7,False
SO53368,104,21443,2013-03-05,2013-03-10,10,1,10,2,2013,7,7,False
SO53368,295,21443,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53368,245,21443,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53369,273,19860,2013-03-05,2013-03-10,70,1,70,2,2013,7,7,False
SO53369,166,19860,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53369,277,19860,2013-03-05,2013-03-10,54,1,54,2,2013,7,7,False
SO53370,295,17569,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53370,244,17569,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53370,233,17569,2013-03-05,2013-03-10,24,1,24,2,2013,7,7,False
SO53371,295,17570,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53371,247,17570,2013-03-05,2013-03-10,55,1,55,2,2013,7,7,False
SO53371,166,17570,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53372,295,11711,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53373,289,29209,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53373,244,29209,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53374,289,19726,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53374,174,19726,2013-03-05,2013-03-10,22,1,22,2,2013,7,7,False
SO53375,174,13933,2013-03-05,2013-03-10,22,1,22,2,2013,7,7,False
SO53375,244,13933,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53376,289,12840,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53376,246,12840,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53377,287,15686,2013-03-05,2013-03-10,33,1,33,2,2013,7,7,False
SO53378,174,18152,2013-03-05,2013-03-10,22,1,22,2,2013,7,7,False
SO53378,247,18152,2013-03-05,2013-03-10,55,1,55,2,2013,7,7,False
SO53379,289,23639,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53379,283,23639,2013-03-05,2013-03-10,30,1,30,2,2013,7,7,False
SO53379,244,23639,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53380,166,14836,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53380,274,14836,2013-03-05,2013-03-10,70,1,70,2,2013,7,7,False
SO53381,290,16440,2013-03-05,2013-03-10,4,1,4,2,2013,7,7,False
SO53381,286,16440,2013-03-05,2013-03-10,25,1,25,2,2013,7,7,False
SO53382,289,20591,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53382,283,20591,2013-03-05,2013-03-10,30,1,30,2,2013,7,7,False
SO53382,245,20591,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53383,291,17785,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53383,246,17785,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53384,285,28753,2013-03-05,2013-03-10,21,1,21,2,2013,7,7,False
SO53384,259,28753,2013-03-05,2013-03-10,2,1,2,2,2013,7,7,False
SO53385,289,11287,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53385,284,11287,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53385,245,11287,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53385,279,11287,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53386,289,12165,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53386,284,12165,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53386,174,12165,2013-03-05,2013-03-10,22,1,22,2,2013,7,7,False
SO53386,279,12165,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53387,174,13320,2013-03-05,2013-03-10,22,1,22,2,2013,7,7,False
SO53388,286,16879,2013-03-05,2013-03-10,25,1,25,2,2013,7,7,False
SO53388,259,16879,2013-03-05,2013-03-10,2,1,2,2,2013,7,7,False
SO53389,117,13855,2013-03-05,2013-03-10,769,1,769,2,2013,7,7,False
SO53389,272,13855,2013-03-05,2013-03-10,70,1,70,2,2013,7,7,False
SO53389,250,13855,2013-03-05,2013-03-10,50,1,50,2,2013,7,7,False
SO53389,234,13855,2013-03-05,2013-03-10,24,1,24,2,2013,7,7,False
SO53390,166,24344,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53390,145,24344,2013-03-05,2013-03-10,742,1,742,2,2013,7,7,False
SO53391,151,24275,2013-03-05,2013-03-10,742,1,742,2,2013,7,7,False
SO53391,246,24275,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53391,278,24275,2013-03-05,2013-03-10,54,1,54,2,2013,7,7,False
SO53393,295,29165,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53393,105,29165,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53393,166,29165,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53394,127,16224,2013-03-05,2013-03-10,540,1,540,2,2013,7,7,False
SO53394,295,16224,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53394,105,16224,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53394,259,16224,2013-03-05,2013-03-10,2,1,2,2,2013,7,7,False
SO53395,131,19406,2013-03-05,2013-03-10,1120,1,1120,2,2013,7,7,False
SO53395,105,19406,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53395,295,19406,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53395,275,19406,2013-03-05,2013-03-10,54,1,54,2,2013,7,7,False
SO53396,133,27126,2013-03-05,2013-03-10,1120,1,1120,2,2013,7,7,False
SO53396,245,27126,2013-03-05,2013-03-10,35,1,35,2,2013,7,7,False
SO53397,127,25703,2013-03-05,2013-03-10,540,1,540,2,2013,7,7,False
SO53397,105,25703,2013-03-05,2013-03-10,9,1,9,2,2013,7,7,False
SO53397,295,25703,2013-03-05,2013-03-10,5,1,5,2,2013,7,7,False
SO53397,275,25703,2013-03-05,2013-03-10,54,1,54,2,2013,7,7,False
SO53398,134,23413,2013-03-06,2013-03-11,1120,1,1120,2,2013,7,7,False
SO53398,277,23413,2013-03-06,2013-03-11,54,1,54,2,2013,7,7,False
